ID,Date,Mean,Mean_Ave,Max,Max_Ave,Min,Min_Ave,Pre,Pre_Ave
1,2016/1/1,4.7,5,12.1,10.2,-1,0.5,0,1
2,2016/1/2,7.7,5,14.8,10.1,1,0.4,0,1
3,2016/1/3,9.4,4.9,15.6,10,4,0.3,0,1.1
4,2016/1/4,9.6,4.8,16.4,9.9,3.7,0.3,0,1.1
5,2016/1/5,6.4,4.8,11.5,9.8,2.3,0.2,0.5,1.1
6,2016/1/6,7.4,4.7,11.2,9.8,3.8,0.2,0,1.2
7,2016/1/7,7.7,4.7,12.4,9.7,3.6,0.2,0,1.2
8,2016/1/8,5.8,4.7,11.7,9.7,1.8,0.2,0,1.2
9,2016/1/9,5.5,4.6,10.9,9.6,0.3,0.1,0,1.2
10,2016/1/10,5.4,4.6,12.8,9.6,-0.2,0.1,0,1.2
11,2016/1/11,6.2,4.6,11.8,9.5,0.7,0.1,0,1.2
12,2016/1/12,6.5,4.5,11.1,9.5,2.1,0.1,0,1.2
13,2016/1/13,4.7,4.5,10.5,9.4,-0.4,0.1,0,1.3
14,2016/1/14,3.5,4.4,10.4,9.4,-1.9,0,0,1.3
15,2016/1/15,2.8,4.4,7.9,9.3,-0.9,0,0,1.3
16,2016/1/16,2.7,4.3,9.6,9.3,-3,0,0,1.3
17,2016/1/17,4.1,4.3,8.1,9.2,-0.2,-0.1,6,1.3
18,2016/1/18,6.8,4.2,12.5,9.2,1,-0.2,8.5,1.3
19,2016/1/19,1.3,4.1,5.1,9.1,-0.8,-0.2,0,1.3
20,2016/1/20,2.7,4.1,8.2,9.1,-1.1,-0.3,0,1.2
21,2016/1/21,3.9,4,7.9,9,-0.4,-0.4,0,1.2
22,2016/1/22,5.5,4,10,9,1.6,-0.4,0,1.2
23,2016/1/23,3.4,3.9,7.9,9,0.1,-0.5,0,1.2
24,2016/1/24,-2.4,3.8,0.6,8.9,-4.7,-0.6,0.5,1.1
25,2016/1/25,-0.8,3.8,5.9,8.9,-8.1,-0.6,1.5,1.1
26,2016/1/26,4.2,3.8,8.4,8.9,-0.9,-0.7,0,1.1
27,2016/1/27,6.1,3.7,11.6,8.9,0.6,-0.8,0,1
28,2016/1/28,5.9,3.7,10.8,8.9,0.3,-0.8,5.5,1
29,2016/1/29,7.8,3.7,8.8,8.9,6.8,-0.8,26,1
30,2016/1/30,7.8,3.7,10.5,9,3.5,-0.8,3.5,1
31,2016/1/31,5.5,3.8,10.3,9,0.3,-0.8,0,1
32,2016/2/1,6.8,3.8,10.6,9,4.2,-0.8,0,1
33,2016/2/2,5.2,3.8,9,9.1,0.7,-0.8,0,1
34,2016/2/3,4.2,3.9,9.8,9.2,-1.1,-0.7,0,1
35,2016/2/4,4.8,4,11,9.3,-1.3,-0.7,0,1
36,2016/2/5,4.7,4.1,10.9,9.4,-0.3,-0.6,0,1.1
37,2016/2/6,3.5,4.2,8.5,9.5,-0.1,-0.5,0,1.1
38,2016/2/7,2.5,4.3,7.8,9.6,-1.5,-0.4,0,1.1
39,2016/2/8,4.1,4.4,10.2,9.8,-2.5,-0.3,0,1.2
40,2016/2/9,6.8,4.5,12.2,9.9,0.2,-0.3,0,1.3
41,2016/2/10,4.6,4.6,11.1,10,-0.8,-0.2,0,1.3
42,2016/2/11,4.9,4.7,11.7,10.1,-1.3,-0.1,0,1.4
43,2016/2/12,8.8,4.8,14.6,10.1,0.5,0,0,1.5
44,2016/2/13,12.3,4.9,14.5,10.2,10.3,0.1,23,1.6
45,2016/2/14,13,5,17.9,10.2,9.1,0.2,5,1.8
46,2016/2/15,5.1,5,9.4,10.2,0.2,0.2,0,1.9
47,2016/2/16,3.5,5.1,8.4,10.2,-2.3,0.3,0,2
48,2016/2/17,5.1,5.1,9.4,10.3,-0.4,0.4,0,2
49,2016/2/18,3.6,5.2,10.6,10.3,-2.9,0.4,0,2.1
50,2016/2/19,7.5,5.2,14.1,10.3,0,0.5,0,2.2
51,2016/2/20,8,5.2,9.1,10.3,7.1,0.5,21.5,2.3
52,2016/2/21,6.5,5.3,11.4,10.3,2.1,0.6,0,2.3
53,2016/2/22,5,5.4,9.4,10.4,-0.4,0.6,0,2.3
54,2016/2/23,6.1,5.4,10,10.5,2.1,0.7,0,2.4
55,2016/2/24,4.9,5.5,8.3,10.5,2,0.8,0,2.4
56,2016/2/25,3.7,5.6,8.8,10.6,-0.7,0.8,0,2.4
57,2016/2/26,3.7,5.7,11.1,10.7,-3,0.9,0,2.4
58,2016/2/27,5.7,5.8,14.1,10.8,0.3,1,0,2.4
59,2016/2/28,7.5,5.9,14.3,10.9,1.7,1,0,2.4
60,2016/2/29,5.3,6,9.5,11,0.5,1.1,1,2.4
61,2016/3/1,2.2,6,6.6,11,-0.7,1.1,0,2.3
62,2016/3/2,4.5,6.1,12.2,11.2,-2.2,1.2,0,2.3
63,2016/3/3,7.9,6.2,15.8,11.3,-0.4,1.2,0,2.3
64,2016/3/4,9.2,6.3,15.1,11.5,3.9,1.3,0,2.3
65,2016/3/5,12.4,6.4,19.8,11.6,4.6,1.4,0,2.3
66,2016/3/6,13.8,6.6,19.1,11.8,8.5,1.5,0,2.3
67,2016/3/7,15.1,6.7,21.9,12,10.1,1.6,0,2.3
68,2016/3/8,13.7,6.9,19,12.1,8.5,1.7,0,2.3
69,2016/3/9,8.2,7,13,12.3,4.7,1.8,47,2.4
70,2016/3/10,7.1,7.2,10.5,12.4,3.4,2,0,2.5
71,2016/3/11,6.8,7.3,11,12.6,2.9,2.1,0,2.5
72,2016/3/12,5.6,7.5,11,12.7,-0.1,2.3,0,2.6
73,2016/3/13,6.5,7.7,11.3,12.9,2.3,2.4,4.5,2.7
74,2016/3/14,6.8,7.8,10.9,13,2.7,2.6,7,2.8
75,2016/3/15,6.1,8,12.4,13.2,0.3,2.7,0,2.9
76,2016/3/16,7.9,8.1,14.5,13.3,2.6,2.9,0,2.9
77,2016/3/17,10.3,8.3,18.2,13.4,2.6,3,0,3
78,2016/3/18,11.7,8.4,14.6,13.6,7.7,3.2,6.5,3.1
79,2016/3/19,13.7,8.6,17.9,13.7,9.5,3.3,1,3.1
80,2016/3/20,9.3,8.7,14.4,13.8,3.9,3.5,0,3.1
81,2016/3/21,7.9,8.8,13.5,13.9,1.7,3.6,0,3.1
82,2016/3/22,9.1,8.9,17.2,14,1.3,3.8,0,3.1
83,2016/3/23,11.7,9,18.7,14.1,4.3,3.9,0,3.1
84,2016/3/24,9.1,9.2,14.4,14.2,4.1,4,0,3.1
85,2016/3/25,6.4,9.3,13.1,14.4,0.4,4.2,0,3.1
86,2016/3/26,6.2,9.4,12.3,14.5,-0.2,4.3,0,3.1
87,2016/3/27,8.1,9.6,14.7,14.7,2.1,4.4,0,3
88,2016/3/28,9.3,9.7,15.7,14.9,3.6,4.6,0,3
89,2016/3/29,10.5,9.9,17.2,15.1,2,4.7,0,2.9
90,2016/3/30,13.1,10.1,19.8,15.3,6.3,4.9,0,2.9
91,2016/3/31,13.7,10.3,19.6,15.5,7.5,5,1,2.9
92,2016/4/1,14.9,10.5,17.7,15.8,12.1,5.2,4.5,2.9
93,2016/4/2,14.9,10.8,20.8,16,10.1,5.4,0,2.9
94,2016/4/3,16,11,20.8,16.3,12,5.6,5.5,2.9
95,2016/4/4,15.2,11.2,19.4,16.6,12.5,5.8,17,2.9
96,2016/4/5,12.9,11.5,16.8,16.8,9.1,6.1,0,3
97,2016/4/6,14.1,11.7,20.2,17.1,6.6,6.3,0.5,3.1
98,2016/4/7,15.4,12,21.5,17.3,11.9,6.6,25.5,3.1
99,2016/4/8,14.2,12.2,19.4,17.5,9.8,6.8,0,3.2
100,2016/4/9,15.1,12.4,21.3,17.8,9.5,7,0,3.2
101,2016/4/10,14.4,12.6,20.2,18,9.8,7.2,0,3.2
102,2016/4/11,12.2,12.8,17.1,18.2,6.4,7.4,0,3.3
103,2016/4/12,10,13,15.4,18.4,3.7,7.6,0,3.3
104,2016/4/13,14.2,13.2,21.6,18.6,7.3,7.8,17,3.3
105,2016/4/14,17.8,13.4,25.8,18.7,13,8,0,3.3
106,2016/4/15,14.3,13.5,19.2,18.9,9.5,8.1,0,3.4
107,2016/4/16,14.9,13.7,20.8,19.1,6.3,8.3,0,3.3
108,2016/4/17,17.7,13.9,23,19.3,12.6,8.4,13.5,3.3
109,2016/4/18,14,14,18.3,19.4,8.9,8.6,0,3.3
110,2016/4/19,13.4,14.2,21.5,19.6,5.2,8.7,0,3.3
111,2016/4/20,14,14.3,20,19.8,6.4,8.9,0,3.2
112,2016/4/21,14.4,14.5,15.7,20,13.1,9,34,3.2
113,2016/4/22,18.6,14.6,24.2,20.1,13.7,9.1,0,3.1
114,2016/4/23,16.5,14.8,22.6,20.3,11.9,9.3,1.5,3.1
115,2016/4/24,16,15,21,20.5,11.5,9.4,0,3
116,2016/4/25,15.2,15.2,22.1,20.7,9.3,9.6,0,3
117,2016/4/26,17.5,15.3,23.5,20.9,10.2,9.8,0,3.1
118,2016/4/27,17.7,15.5,19.9,21,16,10,8,3.1
119,2016/4/28,15.4,15.7,17.9,21.2,9.8,10.2,12.5,3.1
120,2016/4/29,12.7,15.9,20.5,21.4,6.8,10.4,0,3.2
121,2016/4/30,15,16.1,22.5,21.6,6,10.6,0,3.3
122,2016/5/1,18.4,16.3,26.2,21.8,10.4,10.8,0,3.4
123,2016/5/2,18.6,16.5,26.1,22,10.9,11.1,0,3.5
124,2016/5/3,18,16.7,23.6,22.1,13.8,11.3,15,3.6
125,2016/5/4,19.8,16.9,24,22.3,14.2,11.5,0,3.7
126,2016/5/5,19.2,17,24.3,22.4,12.1,11.7,0,3.8
127,2016/5/6,15.7,17.2,17.3,22.6,14.5,11.8,4,3.9
128,2016/5/7,19,17.3,24.8,22.7,14.6,12,0,4.1
129,2016/5/8,18.3,17.4,24.9,22.8,10.4,12.1,0,4.2
130,2016/5/9,15.8,17.5,16.9,22.8,13.8,12.2,12,4.3
131,2016/5/10,17.8,17.6,19.5,22.9,16.2,12.3,5.5,4.5
132,2016/5/11,17.3,17.7,21.4,22.9,12.1,12.4,3.5,4.6
133,2016/5/12,16.3,17.7,23.4,23,8.8,12.5,0,4.6
134,2016/5/13,18.6,17.8,25,23,10.7,12.5,0,4.7
135,2016/5/14,20.4,17.8,26.1,23,14.2,12.6,0,4.7
136,2016/5/15,21.3,17.9,25.9,23.1,15.8,12.7,0,4.7
137,2016/5/16,18.7,18,25,23.2,13,12.8,26,4.6
138,2016/5/17,16.5,18.1,23.3,23.3,9.3,12.9,0,4.5
139,2016/5/18,18.6,18.2,26.6,23.4,10,13,0,4.4
140,2016/5/19,19.1,18.3,25.5,23.5,11.5,13.1,0,4.2
141,2016/5/20,20.8,18.5,27.3,23.7,13.9,13.3,0,4.1
142,2016/5/21,20.4,18.6,27.1,23.8,13.9,13.4,0,3.9
143,2016/5/22,20.7,18.8,27.6,24,13.5,13.6,0,3.7
144,2016/5/23,21,18.9,28.5,24.2,13.9,13.7,0,3.6
145,2016/5/24,21.4,19.1,27.3,24.3,13.5,13.9,0,3.4
146,2016/5/25,20.8,19.2,24.9,24.5,17.6,14.1,2,3.3
147,2016/5/26,23,19.4,26.9,24.6,19.3,14.2,0.5,3.2
148,2016/5/27,23.6,19.6,27,24.8,20.5,14.4,0,3.2
149,2016/5/28,21.1,19.7,23.1,24.9,18.8,14.6,0,3.1
150,2016/5/29,20,19.9,21.5,25.1,18.4,14.8,10,3
151,2016/5/30,22.3,20,26.5,25.2,18.3,15,0.5,3
152,2016/5/31,22.4,20.2,29.3,25.4,15.3,15.2,0,3
153,2016/6/1,20.7,20.4,25.7,25.5,14.7,15.4,0,2.9
154,2016/6/2,18.4,20.5,24,25.6,11.6,15.6,0,2.9
155,2016/6/3,19.1,20.7,26.4,25.8,11.5,15.8,0,2.9
156,2016/6/4,18.8,20.9,22.6,25.9,15.1,16,16.5,3
157,2016/6/5,19,21,23,26,16.3,16.2,25,3
158,2016/6/6,21.8,21.1,26.5,26.1,18.3,16.4,0,3
159,2016/6/7,20.5,21.3,24.1,26.2,18.8,16.6,42.5,3.1
160,2016/6/8,22.4,21.4,26.4,26.2,19.8,16.7,0,3.2
161,2016/6/9,22.1,21.5,26.2,26.3,20,16.9,10.5,3.4
162,2016/6/10,23.5,21.6,28.3,26.4,18.3,17.1,0,3.5
163,2016/6/11,24.1,21.7,29.1,26.4,19,17.3,0,3.8
164,2016/6/12,22.8,21.9,26.3,26.5,20.8,17.5,62.5,4
165,2016/6/13,22.5,22,25.6,26.6,19.9,17.7,4.5,4.3
166,2016/6/14,23.6,22.1,29.5,26.6,18,17.8,0,4.7
167,2016/6/15,24.5,22.2,29.7,26.7,19.2,18.1,0,5.1
168,2016/6/16,23.2,22.3,25.7,26.8,21.5,18.3,9.5,5.5
169,2016/6/17,23,22.5,27,26.8,19.4,18.5,0,6
170,2016/6/18,23.7,22.6,28.8,26.9,17.4,18.7,0,6.5
171,2016/6/19,22,22.7,24.9,27,20.1,18.9,33.5,7
172,2016/6/20,23.8,22.8,28.6,27,22,19.1,9.5,7.5
173,2016/6/21,24.2,22.9,27.9,27.1,21.4,19.3,56,8
174,2016/6/22,22.6,23.1,24.7,27.2,21.7,19.5,78,8.5
175,2016/6/23,25.7,23.2,31.1,27.2,21.8,19.7,70.5,8.9
176,2016/6/24,22.1,23.3,24,27.3,20.3,19.8,39.5,9.2
177,2016/6/25,22.6,23.4,24.6,27.4,19.9,20,0,9.5
178,2016/6/26,22.5,23.5,26.8,27.5,16.9,20.2,0,9.7
179,2016/6/27,21.5,23.6,26.5,27.6,17.5,20.3,26,9.7
180,2016/6/28,21.1,23.8,25.6,27.7,18.8,20.5,3,9.7
181,2016/6/29,21.8,23.9,23.2,27.8,20.8,20.6,43.5,9.6
182,2016/6/30,23.7,24.1,26.9,28,21.3,20.7,0,9.5
183,2016/7/1,25.3,24.2,31,28.1,20.4,20.8,0,9.2
184,2016/7/2,27.6,24.3,33.2,28.3,22.2,21,0,8.9
185,2016/7/3,28.1,24.5,33.5,28.4,23.9,21.1,4,8.5
186,2016/7/4,28.7,24.7,33.6,28.6,24,21.2,0,8.1
187,2016/7/5,28.9,24.8,33.7,28.8,25.5,21.4,0,7.7
188,2016/7/6,28.5,25,34,29,23.7,21.5,0,7.3
189,2016/7/7,27.8,25.1,32.3,29.2,23.3,21.6,0,6.9
190,2016/7/8,23.9,25.3,26,29.4,21.7,21.8,50.5,6.6
191,2016/7/9,24.5,25.4,28.7,29.5,21.8,21.9,36,6.3
192,2016/7/10,27,25.6,30.3,29.7,23.7,22,0,6.2
193,2016/7/11,26.6,25.7,30.6,29.8,23.8,22.1,0,6
194,2016/7/12,28,25.8,32.1,30,24.5,22.3,0,5.9
195,2016/7/13,26,25.9,28.7,30.1,24.9,22.4,27,5.9
196,2016/7/14,26.7,26,31.1,30.2,23.7,22.5,26.5,5.8
197,2016/7/15,24.3,26.1,28.3,30.4,20.8,22.5,0,5.7
198,2016/7/16,24.4,26.3,28.7,30.5,19.2,22.6,0,5.6
199,2016/7/17,25.8,26.4,30.3,30.7,23.4,22.7,1.5,5.5
200,2016/7/18,26.9,26.5,31.5,30.8,21.9,22.8,0,5.3
201,2016/7/19,27.1,26.6,31.3,31,22.9,22.9,0,5.1
202,2016/7/20,27.1,26.7,31.1,31.1,22.6,23,0,4.9
203,2016/7/21,27.2,26.9,31.5,31.3,23.3,23.1,0,4.7
204,2016/7/22,26.6,27,30.8,31.5,22.6,23.2,0,4.6
205,2016/7/23,27.1,27.1,33,31.6,22.1,23.3,0,4.4
206,2016/7/24,27.7,27.3,32.4,31.8,23.1,23.4,0,4.2
207,2016/7/25,27.2,27.4,31,31.9,25,23.5,0,4
208,2016/7/26,27.6,27.5,32,32.1,23.4,23.5,0,3.9
209,2016/7/27,28.1,27.6,33.1,32.2,24.4,23.6,0,3.8
210,2016/7/28,28.2,27.6,34.2,32.3,23.4,23.7,0,3.7
211,2016/7/29,28.6,27.7,33.7,32.4,24.3,23.7,0,3.5
212,2016/7/30,28.6,27.8,32.9,32.5,24.4,23.8,0,3.4
213,2016/7/31,28.4,27.8,33.4,32.5,25,23.8,0,3.2
214,2016/8/1,28.7,27.9,33.8,32.6,23.7,23.8,0,3.1
215,2016/8/2,27.3,27.9,32.4,32.7,24,23.8,2,3
216,2016/8/3,28,27.9,33,32.7,23.5,23.8,0,2.9
217,2016/8/4,28.8,27.9,34.1,32.8,24.3,23.9,0,2.8
218,2016/8/5,29.1,27.9,34.8,32.8,24.4,23.9,0,2.7
219,2016/8/6,29.7,27.9,36.4,32.8,24.7,23.9,0,2.6
220,2016/8/7,29.5,27.9,34.1,32.8,25.3,23.9,0,2.5
221,2016/8/8,29.2,27.9,33.8,32.8,24.7,23.9,0,2.5
222,2016/8/9,29.8,27.9,35,32.8,24.5,23.9,0,2.5
223,2016/8/10,28.7,27.9,34.1,32.7,23.6,23.9,0,2.5
224,2016/8/11,28.3,27.9,33.8,32.7,22.3,23.9,0,2.5
225,2016/8/12,28.9,27.9,35.1,32.7,23.3,23.9,0,2.6
226,2016/8/13,29.3,27.8,35.4,32.6,23.7,23.9,0,2.6
227,2016/8/14,30.2,27.8,35.8,32.6,24.8,23.9,0,2.6
228,2016/8/15,30,27.7,34.3,32.6,26.5,23.9,0,2.6
229,2016/8/16,29,27.7,33.2,32.5,25.8,23.8,0,2.6
230,2016/8/17,29.2,27.7,33.7,32.5,25.3,23.8,0,2.6
231,2016/8/18,28.7,27.6,34.5,32.4,23.2,23.7,0,2.6
232,2016/8/19,29.8,27.5,35,32.4,25.1,23.6,0,2.6
233,2016/8/20,30.1,27.5,35.1,32.3,25.6,23.5,0,2.5
234,2016/8/21,30.8,27.4,36.4,32.3,26.6,23.4,0,2.5
235,2016/8/22,29,27.3,35.5,32.2,25,23.4,11,2.6
236,2016/8/23,29,27.2,33.8,32.1,23.3,23.3,0,2.6
237,2016/8/24,29.3,27.2,35.3,32,24.9,23.2,0,2.7
238,2016/8/25,29.4,27.1,34.5,32,25.1,23.1,0,2.7
239,2016/8/26,28.2,27,34.6,31.9,24.7,23,1,2.8
240,2016/8/27,26.6,26.9,30.2,31.8,24.3,22.9,0,2.9
241,2016/8/28,26.3,26.8,30.4,31.7,22.4,22.8,0,3
242,2016/8/29,24.6,26.8,29.4,31.6,21.3,22.7,12,3.1
243,2016/8/30,23.5,26.7,27.3,31.5,18.6,22.6,0,3.2
244,2016/8/31,25.7,26.5,29.6,31.4,20,22.4,0,3.2
245,2016/9/1,24.6,26.4,31.1,31.2,18.5,22.3,0,3.3
246,2016/9/2,26.3,26.3,32.6,31.1,20.3,22.2,0,3.4
247,2016/9/3,27.8,26.1,32.5,30.9,22.7,22,0,3.5
248,2016/9/4,27.7,25.9,32.7,30.7,25.7,21.9,0.5,3.5
249,2016/9/5,26,25.8,29.8,30.5,24.3,21.7,12,3.6
250,2016/9/6,27.8,25.6,32.7,30.3,23.7,21.6,0,3.7
251,2016/9/7,27.7,25.4,33.2,30.1,24.5,21.4,0,3.7
252,2016/9/8,25.2,25.2,30,29.8,21.6,21.2,23.5,3.8
253,2016/9/9,24.6,25,29.2,29.6,20.7,21,0,3.9
254,2016/9/10,24.7,24.8,29.5,29.4,19.9,20.8,0,4
255,2016/9/11,26.2,24.6,31.3,29.2,22.4,20.6,0,4.1
256,2016/9/12,25,24.4,27.6,29,23.3,20.4,8.5,4.1
257,2016/9/13,24.4,24.2,28.1,28.8,21.5,20.2,33,4.2
258,2016/9/14,24.7,24,27.9,28.6,22.8,20,0,4.2
259,2016/9/15,25.4,23.8,28.9,28.4,22.4,19.8,0,4.3
260,2016/9/16,25.8,23.6,30.3,28.3,22.7,19.6,0,4.3
261,2016/9/17,26.4,23.4,31.9,28.1,23,19.3,2,4.3
262,2016/9/18,25.1,23.2,26.5,27.9,23.8,19.1,10.5,4.4
263,2016/9/19,23.2,23,27.5,27.7,19.3,18.9,8.5,4.4
264,2016/9/20,20.5,22.8,24.5,27.5,18.3,18.7,65,4.5
265,2016/9/21,21.8,22.6,25.2,27.3,17.4,18.4,0,4.6
266,2016/9/22,21.1,22.3,22.5,27.1,19.8,18.2,27,4.7
267,2016/9/23,22,22.1,26.9,26.9,19.6,18,0,4.7
